,COUNTY,STATE,5/17/20,POPULATION,infection_rate
2377,Custer County,South Dakota,0,8573.0,0.0
2378,Davison County,South Dakota,9,19901.0,0.00045223858097583037
2379,Day County,South Dakota,11,5506.0,0.0019978205593897567
2380,Deuel County,South Dakota,1,4306.0,0.00023223409196470042
2381,Dewey County,South Dakota,0,5779.0,0.0
2382,Douglas County,South Dakota,1,2930.0,0.00034129692832764505
2383,Edmunds County,South Dakota,0,3940.0,0.0
2384,Fall River County,South Dakota,2,6774.0,0.0002952465308532625
2385,Faulk County,South Dakota,1,2322.0,0.0004306632213608958
2386,Grant County,South Dakota,9,7217.0,0.0012470555632534293
2387,Gregory County,South Dakota,0,4201.0,0.0
2388,Haakon County,South Dakota,0,2082.0,0.0
2389,Hamlin County,South Dakota,3,6000.0,0.0005
2390,Hand County,South Dakota,1,3301.0,0.0003029385034837928
2391,Hanson County,South Dakota,0,3397.0,0.0
2392,Harding County,South Dakota,0,1311.0,0.0
2393,Hughes County,South Dakota,16,17617.0,0.0009082136572628711
2394,Hutchinson County,South Dakota,3,7315.0,0.0004101161995898838
2395,Hyde County,South Dakota,1,1331.0,0.0007513148009015778
2396,Jackson County,South Dakota,0,3287.0,0.0
2397,Jerauld County,South Dakota,6,2029.0,0.002957121734844751
2398,Jones County,South Dakota,0,735.0,0.0
2399,Kingsbury County,South Dakota,0,4967.0,0.0
2400,Lake County,South Dakota,5,12574.0,0.0003976459360585335
2401,Lawrence County,South Dakota,9,25234.0,0.0003566616469842276
2402,Lincoln County,South Dakota,200,54914.0,0.003642058491459373
2403,Lyman County,South Dakota,4,3869.0,0.001033858878263117
2404,McCook County,South Dakota,5,5511.0,0.0009072763563781528
2405,McPherson County,South Dakota,1,2364.0,0.00042301184433164127
2406,Marshall County,South Dakota,1,4895.0,0.00020429009193054137
2407,Meade County,South Dakota,5,27424.0,0.0001823220536756126
2408,Mellette County,South Dakota,0,2055.0,0.0
2409,Miner County,South Dakota,1,2229.0,0.00044863167339614175
2410,Minnehaha County,South Dakota,3135,186749.0,0.01678723848588212
2411,Moody County,South Dakota,17,6506.0,0.00261297264063941
2412,Oglala Lakota County,South Dakota,10,14335.0,0.0006975933031042902
2413,Pennington County,South Dakota,52,109294.0,0.0004757809211850605
2414,Perkins County,South Dakota,0,2907.0,0.0
2415,Potter County,South Dakota,0,2326.0,0.0
2416,Roberts County,South Dakota,19,10285.0,0.0018473505104521148
2417,Sanborn County,South Dakota,5,2388.0,0.0020938023450586263
2418,Spink County,South Dakota,4,6543.0,0.0006113403637475164
2419,Stanley County,South Dakota,9,2997.0,0.003003003003003003
2420,Sully County,South Dakota,1,1331.0,0.0007513148009015778
2421,Todd County,South Dakota,16,10146.0,0.001576976148235758
2422,Tripp County,South Dakota,2,5468.0,0.000365764447695684
2423,Turner County,South Dakota,19,8264.0,0.002299128751210068
2424,Union County,South Dakota,60,15177.0,0.003953350464518679
2425,Walworth County,South Dakota,5,5510.0,0.0009074410163339383
2426,Yankton County,South Dakota,40,22717.0,0.0017607958797376414
2427,Ziebach County,South Dakota,1,2814.0,0.00035536602700781805
2428,Anderson County,Tennessee,36,75775.0,0.0004750907291322996
2429,Bedford County,Tennessee,252,47558.0,0.005298793052693553
2430,Benton County,Tennessee,6,16112.0,0.0003723932472691162
2431,Bledsoe County,Tennessee,607,14602.0,0.04156964799342556
2432,Blount County,Tennessee,75,128443.0,0.0005839166011382481
2433,Bradley County,Tennessee,82,104557.0,0.0007842612163700182
2434,Campbell County,Tennessee,17,39687.0,0.0004283518532516945
2435,Cannon County,Tennessee,13,13976.0,0.0009301659988551803
2436,Carroll County,Tennessee,25,28018.0,0.0008922835320151331
2437,Carter County,Tennessee,19,56391.0,0.0003369331985600539
2438,Cheatham County,Tennessee,88,39929.0,0.0022039119437000675
2439,Chester County,Tennessee,12,17150.0,0.0006997084548104956
2440,Claiborne County,Tennessee,7,31613.0,0.00022142789358808084
2441,Clay County,Tennessee,6,7686.0,0.00078064012490242
2442,Cocke County,Tennessee,20,35336.0,0.0005659950192438306
2443,Coffee County,Tennessee,60,54531.0,0.001100291577267976
2444,Crockett County,Tennessee,13,14499.0,0.0008966135595558315
2445,Cumberland County,Tennessee,89,58634.0,0.0015178906436538527
2446,Davidson County,Tennessee,3893,684017.0,0.005691379015433827
2447,Decatur County,Tennessee,5,11683.0,0.0004279722673970727
2448,DeKalb County,Tennessee,29,19601.0,0.0014795163512065712
2449,Dickson County,Tennessee,92,51988.0,0.0017696391474955758
2450,Dyer County,Tennessee,44,37576.0,0.00117096018735363
2451,Fayette County,Tennessee,90,39692.0,0.0022674594376700594
2452,Fentress County,Tennessee,6,17994.0,0.00033344448149383126
2453,Franklin County,Tennessee,43,41512.0,0.0010358450568510311
2454,Gibson County,Tennessee,58,49175.0,0.001179461108286731
2455,Giles County,Tennessee,10,29167.0,0.00034285322453457676
2456,Grainger County,Tennessee,6,23013.0,0.00026072220049537216
2457,Greene County,Tennessee,46,68669.0,0.0006698801497036508
2458,Grundy County,Tennessee,30,13331.0,0.0022503938189183106
2459,Hamblen County,Tennessee,25,63740.0,0.0003922183871979918
2460,Hamilton County,Tennessee,347,357546.0,0.0009705044945265784
2461,Hancock County,Tennessee,0,6585.0,0.0
2462,Hardeman County,Tennessee,182,25562.0,0.007119943666379782
2463,Hardin County,Tennessee,9,25771.0,0.00034922975437507277
2464,Hawkins County,Tennessee,31,56402.0,0.0005496258997907875
2465,Haywood County,Tennessee,29,17779.0,0.001631137859272175
2466,Henderson County,Tennessee,12,27859.0,0.0004307405147349151
2467,Henry County,Tennessee,17,32279.0,0.00052665819882896
2468,Hickman County,Tennessee,52,24678.0,0.0021071399627198314
2469,Houston County,Tennessee,6,8176.0,0.0007338551859099804
2470,Humphreys County,Tennessee,12,18318.0,0.0006550933508024893
2471,Jackson County,Tennessee,11,11615.0,0.0009470512268618166
2472,Jefferson County,Tennessee,26,53247.0,0.0004882904201175654
2473,Johnson County,Tennessee,15,17789.0,0.000843217718814998
2474,Knox County,Tennessee,303,456185.0,0.00066420421539507
2475,Lake County,Tennessee,404,7526.0,0.05368057401009833
2476,Lauderdale County,Tennessee,44,26297.0,0.0016731946609879454
2477,Lawrence County,Tennessee,21,42937.0,0.0004890886647879451
2478,Lewis County,Tennessee,2,11956.0,0.00016728002676480428
2479,Lincoln County,Tennessee,16,33711.0,0.0004746225267716769
2480,Loudon County,Tennessee,48,51610.0,0.0009300523154427437
2481,McMinn County,Tennessee,123,52773.0,0.0023307373088511173
2482,McNairy County,Tennessee,12,25903.0,0.0004632668030730031
2483,Macon County,Tennessee,81,23487.0,0.0034487163111508496
2484,Madison County,Tennessee,163,97682.0,0.0016686800024569523
2485,Marion County,Tennessee,32,28417.0,0.0011260864975190907
2486,Marshall County,Tennessee,26,32269.0,0.0008057268585949363
2487,Maury County,Tennessee,63,89776.0,0.0007017465692389949
2488,Meigs County,Tennessee,22,11962.0,0.001839157331549908
2489,Monroe County,Tennessee,41,45876.0,0.0008937134885343099
2490,Montgomery County,Tennessee,206,196387.0,0.0010489492685361048
2491,Moore County,Tennessee,3,6322.0,0.0004745333755140778
2492,Morgan County,Tennessee,12,21596.0,0.0005556584552694943
2493,Obion County,Tennessee,19,30520.0,0.0006225425950196592
2494,Overton County,Tennessee,14,22004.0,0.0006362479549172878
2495,Perry County,Tennessee,13,7912.0,0.0016430738119312437
2496,Pickett County,Tennessee,1,5088.0,0.00019654088050314466
2497,Polk County,Tennessee,13,16782.0,0.0007746394946966989
2498,Putnam County,Tennessee,235,76440.0,0.003074306645735217
2499,Rhea County,Tennessee,7,32628.0,0.00021453965918842712
2500,Roane County,Tennessee,8,52897.0,0.0001512373102444373
2501,Robertson County,Tennessee,274,69344.0,0.003951315182279649
2502,Rutherford County,Tennessee,847,307128.0,0.0027578078195410385
2503,Scott County,Tennessee,11,21954.0,0.0005010476450760681
2504,Sequatchie County,Tennessee,10,14730.0,0.0006788866259334691
2505,Sevier County,Tennessee,68,96287.0,0.0007062220237415227
2506,Shelby County,Tennessee,3726,937005.0,0.003976499591784462
2507,Smith County,Tennessee,24,19458.0,0.0012334258402713536
2508,Stewart County,Tennessee,7,13301.0,0.0005262762198330953
2509,Sullivan County,Tennessee,57,156734.0,0.0003636734850128243
2510,Sumner County,Tennessee,739,179473.0,0.004117611005555153
2511,Tipton County,Tennessee,403,61446.0,0.006558604302965205
2512,Trousdale County,Tennessee,1383,9573.0,0.144468818552178
2513,Unicoi County,Tennessee,3,17780.0,0.0001687289088863892
2514,Union County,Tennessee,4,19293.0,0.00020732908308713005
2515,Van Buren County,Tennessee,3,5704.0,0.0005259467040673212
2516,Warren County,Tennessee,15,40454.0,0.00037079151629010727
2517,Washington County,Tennessee,66,127055.0,0.0005194600763448901
2518,Wayne County,Tennessee,63,16649.0,0.0037840110517148176
2519,Weakley County,Tennessee,24,33626.0,0.0007137334205674181
2520,White County,Tennessee,18,26580.0,0.0006772009029345372
2521,Williamson County,Tennessee,471,218648.0,0.002154147305257766
2522,Wilson County,Tennessee,318,132663.0,0.0023970511747812124
2523,Anderson County,Texas,54,57863.0,0.0009332388573008658
2524,Andrews County,Texas,22,17818.0,0.0012347064765967
2525,Angelina County,Texas,139,87607.0,0.0015866312052689854
2526,Aransas County,Texas,3,24763.0,0.00012114848766304567
2527,Archer County,Texas,1,8789.0,0.00011377858686995108
2528,Armstrong County,Texas,2,1916.0,0.0010438413361169101
2529,Atascosa County,Texas,30,48828.0,0.0006144015728680265
2530,Austin County,Texas,19,29565.0,0.0006426517842042956
2531,Bailey County,Texas,6,7092.0,0.0008460236886632825
2532,Bandera County,Texas,6,21763.0,0.0002756972843817488
2533,Bastrop County,Texas,132,82577.0,0.0015985080591447982
2534,Baylor County,Texas,0,3591.0,0.0
2535,Bee County,Texas,6,32691.0,0.00018353675323483528
2536,Bell County,Texas,248,342236.0,0.000724646150609521
2537,Bexar County,Texas,2120,1925865.0,0.0011008040542821017
2538,Blanco County,Texas,6,11279.0,0.0005319620533735261
2539,Borden County,Texas,0,665.0,0.0
2540,Bosque County,Texas,6,18122.0,0.00033108928374351616
2541,Bowie County,Texas,133,93858.0,0.001417034243218479
2542,Brazoria County,Texas,727,353999.0,0.002053678117734796
2543,Brazos County,Texas,318,219193.0,0.0014507762565410393
2544,Brewster County,Texas,1,9216.0,0.00010850694444444444
2545,Briscoe County,Texas,1,1546.0,0.000646830530401035
2546,Brooks County,Texas,1,7180.0,0.0001392757660167131
2547,Brown County,Texas,51,37834.0,0.0013479938679494634
2548,Burleson County,Texas,18,17863.0,0.0010076694844091138
2549,Burnet County,Texas,28,45750.0,0.0006120218579234972
2550,Caldwell County,Texas,36,41401.0,0.0008695442139078766
2551,Calhoun County,Texas,36,21807.0,0.0016508460586050352
2552,Callahan County,Texas,8,13770.0,0.0005809731299927379
2553,Cameron County,Texas,619,421750.0,0.0014676941315945465
2554,Camp County,Texas,21,12813.0,0.001638960430812456
2555,Carson County,Texas,4,6032.0,0.000663129973474801
2556,Cass County,Texas,19,30087.0,0.0006315019775982982
2557,Castro County,Texas,27,7787.0,0.0034673173237447026
2558,Chambers County,Texas,53,40292.0,0.0013153975975379727
2559,Cherokee County,Texas,34,51903.0,0.0006550681078165038
2560,Childress County,Texas,2,7226.0,0.0002767783005812344
2561,Clay County,Texas,3,10387.0,0.0002888225666698758
2562,Cochran County,Texas,1,2904.0,0.0003443526170798898
2563,Coke County,Texas,1,3275.0,0.0003053435114503817
2564,Coleman County,Texas,2,8391.0,0.00023835061375283043
2565,Collin County,Texas,1016,944350.0,0.0010758722931116641
2566,Collingsworth County,Texas,4,2996.0,0.0013351134846461949
2567,Colorado County,Texas,18,21022.0,0.0008562458376938446
2568,Comal County,Texas,70,135097.0,0.0005181462208635277
2569,Comanche County,Texas,3,13495.0,0.0002223045572434235
2570,Concho County,Texas,1,4233.0,0.00023623907394283014
2571,Cooke County,Texas,13,39571.0,0.0003285234136109777
2572,Coryell County,Texas,224,75389.0,0.0029712557534918886
2573,Cottle County,Texas,4,1623.0,0.0024645717806531116
2574,Crane County,Texas,2,4839.0,0.0004133085348212441
2575,Crockett County,Texas,0,3633.0,0.0
2576,Crosby County,Texas,3,5861.0,0.0005118580447022692
2577,Culberson County,Texas,0,2241.0,0.0
2578,Dallam County,Texas,22,7243.0,0.0030374154355929865
2579,Dallas County,Texas,7455,2586552.0,0.002882215397177401
2580,Dawson County,Texas,38,12964.0,0.0029311940759024994
2581,Deaf Smith County,Texas,122,18899.0,0.006455368008889359
2582,Delta County,Texas,1,5215.0,0.00019175455417066154
2583,Denton County,Texas,1051,807047.0,0.0013022785537893085
2584,DeWitt County,Texas,17,20435.0,0.0008319060435527281
2585,Dickens County,Texas,1,2216.0,0.0004512635379061372
2586,Dimmit County,Texas,1,10663.0,9.378223764419019e-05
2587,Donley County,Texas,25,3387.0,0.007381163271331562
2588,Duval County,Texas,5,11355.0,0.00044033465433729633
2589,Eastland County,Texas,5,18270.0,0.0002736726874657909
2590,Ector County,Texas,114,158342.0,0.0007199605916307738
2591,Edwards County,Texas,0,2055.0,0.0
2592,Ellis County,Texas,247,168838.0,0.001462940807164264
2593,El Paso County,Texas,1726,837654.0,0.0020605166333593585
2594,Erath County,Texas,15,41482.0,0.00036160262282435756
2595,Falls County,Texas,6,17299.0,0.0003468408578530551
2596,Fannin County,Texas,25,34175.0,0.000731528895391368
2597,Fayette County,Texas,29,25066.0,0.001156945663448496
2598,Fisher County,Texas,1,3883.0,0.0002575328354365182
2599,Floyd County,Texas,4,5872.0,0.0006811989100817438
2600,Foard County,Texas,0,1408.0,0.0
2601,Fort Bend County,Texas,1558,739342.0,0.002107279175266656
2602,Franklin County,Texas,5,10679.0,0.00046820863376720664
2603,Freestone County,Texas,7,19709.0,0.0003551676898878685
2604,Frio County,Texas,35,19394.0,0.0018046818603691863
2605,Gaines County,Texas,5,20321.0,0.00024605088332267113
2606,Galveston County,Texas,701,327089.0,0.002143147583685174
2607,Garza County,Texas,4,6288.0,0.0006361323155216285
2608,Gillespie County,Texas,4,26208.0,0.00015262515262515263
2609,Glasscock County,Texas,1,1430.0,0.0006993006993006993
2610,Goliad County,Texas,7,7531.0,0.0009294914354003453
2611,Gonzales County,Texas,79,20667.0,0.0038225189916291672
2612,Gray County,Texas,91,22685.0,0.0040114613180515755
2613,Grayson County,Texas,147,128560.0,0.001143434971997511
2614,Gregg County,Texas,170,123494.0,0.0013765850972516883
2615,Grimes County,Texas,65,27630.0,0.002352515381831343
2616,Guadalupe County,Texas,110,155137.0,0.0007090507100175974
2617,Hale County,Texas,44,34113.0,0.0012898308562718024
2618,Hall County,Texas,0,3074.0,0.0
2619,Hamilton County,Texas,7,8269.0,0.0008465352521465716
2620,Hansford County,Texas,16,5547.0,0.002884442040742744
2621,Hardeman County,Texas,0,3952.0,0.0
2622,Hardin County,Texas,117,56379.0,0.0020752407811419145
2623,Harris County,Texas,9465,4602523.0,0.002056480760661055
2624,Harrison County,Texas,202,66645.0,0.003030985070147798
2625,Hartley County,Texas,9,5767.0,0.0015606034333275533
2626,Haskell County,Texas,1,5809.0,0.00017214666896195557
2627,Hays County,Texas,219,204150.0,0.0010727406318883175
2628,Hemphill County,Texas,1,4061.0,0.0002462447672986949
2629,Henderson County,Texas,48,80460.0,0.0005965697240865026
2630,Hidalgo County,Texas,425,849389.0,0.0005003596703041834
2631,Hill County,Texas,22,35399.0,0.000621486482669002
2632,Hockley County,Texas,23,23162.0,0.0009930057853380536
2633,Hood County,Texas,22,56901.0,0.00038663643872691167
2634,Hopkins County,Texas,8,36240.0,0.0002207505518763797
2635,Houston County,Texas,76,22955.0,0.0033108255282073623
2636,Howard County,Texas,6,36667.0,0.0001636348760465814
2637,Hudspeth County,Texas,0,4098.0,0.0
2638,Hunt County,Texas,66,92152.0,0.0007162080041670283
2639,Hutchinson County,Texas,25,21571.0,0.0011589634231143665
2640,Irion County,Texas,0,1524.0,0.0
2641,Jack County,Texas,4,8842.0,0.00045238633793259444
2642,Jackson County,Texas,15,14820.0,0.0010121457489878543
2643,Jasper County,Texas,23,35504.0,0.0006478143307796305
2644,Jeff Davis County,Texas,0,2234.0,0.0
2645,Jefferson County,Texas,436,255210.0,0.001708397006386897
2646,Jim Hogg County,Texas,4,5282.0,0.0007572889057175312
2647,Jim Wells County,Texas,8,41192.0,0.0001942124684404739
2648,Johnson County,Texas,123,163475.0,0.0007524086251720446
2649,Jones County,Texas,112,19891.0,0.005630687245487909
2650,Karnes County,Texas,3,15387.0,0.00019496977968414895
2651,Kaufman County,Texas,147,118910.0,0.001236229080817425
2652,Kendall County,Texas,21,41982.0,0.0005002143775903959
2653,Kenedy County,Texas,0,595.0,0.0
2654,Kent County,Texas,0,749.0,0.0
2655,Kerr County,Texas,10,51365.0,0.00019468509685583569
2656,Kimble County,Texas,1,4408.0,0.00022686025408348456
2657,King County,Texas,0,228.0,0.0
2658,Kinney County,Texas,0,3675.0,0.0
2659,Kleberg County,Texas,14,31425.0,0.0004455051710421639
2660,Knox County,Texas,1,3733.0,0.0002678810608090008
2661,Lamar County,Texas,116,49532.0,0.00234192037470726
2662,Lamb County,Texas,11,13262.0,0.0008294374905745739
2663,Lampasas County,Texas,8,20640.0,0.0003875968992248062
2664,La Salle County,Texas,4,7409.0,0.0005398839249561345
2665,Lavaca County,Texas,8,19941.0,0.00040118349129933303
2666,Lee County,Texas,6,16952.0,0.00035394053798961777
2667,Leon County,Texas,9,17098.0,0.0005263773540765002
2668,Liberty County,Texas,75,81862.0,0.0009161760035181158
2669,Limestone County,Texas,15,23515.0,0.0006378907080586859
2670,Lipscomb County,Texas,2,3469.0,0.0005765350245027386
2671,Live Oak County,Texas,6,12123.0,0.0004949269982677555
2672,Llano County,Texas,3,20640.0,0.00014534883720930232
2673,Loving County,Texas,0,102.0,0.0
2674,Lubbock County,Texas,619,301454.0,0.0020533812787357276
2675,Lynn County,Texas,5,5808.0,0.0008608815426997245
2676,McCulloch County,Texas,3,8098.0,0.0003704618424302297
2677,McLennan County,Texas,97,248429.0,0.00039045361048830853
2678,McMullen County,Texas,0,662.0,0.0
2679,Madison County,Texas,8,14128.0,0.0005662514156285391
2680,Marion County,Texas,15,10083.0,0.001487652484379649
2681,Martin County,Texas,3,5614.0,0.0005343783398646241
2682,Mason County,Texas,31,4161.0,0.007450132179764479
2683,Matagorda County,Texas,65,36743.0,0.001769044443839643
2684,Maverick County,Texas,74,57970.0,0.001276522339140935
2685,Medina County,Texas,50,49334.0,0.001013499817570033
2686,Menard County,Texas,0,2123.0,0.0
2687,Midland County,Texas,120,164194.0,0.0007308427835365482
2688,Milam County,Texas,24,24664.0,0.0009730781706130393
2689,Mills County,Texas,1,4902.0,0.0002039983680130559
2690,Mitchell County,Texas,1,8558.0,0.00011684973124561814
2691,Montague County,Texas,9,19409.0,0.00046370240610026277
2692,Montgomery County,Texas,798,554445.0,0.0014392771149527906
2693,Moore County,Texas,552,21801.0,0.0253199394523187
2694,Morris County,Texas,11,12424.0,0.0008853831294269157
2695,Motley County,Texas,1,1156.0,0.0008650519031141869
2696,Nacogdoches County,Texas,238,65558.0,0.003630373104731688
2697,Navarro County,Texas,38,48583.0,0.0007821666014861165
2698,Newton County,Texas,4,14057.0,0.00028455573735505443
2699,Nolan County,Texas,2,14966.0,0.00013363624214887077
2700,Nueces County,Texas,233,360486.0,0.0006463496501944597
2701,Ochiltree County,Texas,40,10348.0,0.003865481252415926
2702,Oldham County,Texas,4,2090.0,0.0019138755980861245
2703,Orange County,Texas,87,84047.0,0.0010351351029780956
2704,Palo Pinto County,Texas,9,28317.0,0.00031783027863121094
2705,Panola County,Texas,175,23440.0,0.0074658703071672355
2706,Parker County,Texas,57,129802.0,0.00043913036779094313
2707,Parmer County,Texas,26,9852.0,0.002639058059277304
2708,Pecos County,Texas,20,15797.0,0.00126606317655251
2709,Polk County,Texas,47,47837.0,0.0009825030833873361
2710,Potter County,Texas,2129,120899.0,0.017609740361789594
2711,Presidio County,Texas,0,7123.0,0.0
2712,Rains County,Texas,2,11473.0,0.0001743223219733287
2713,Randall County,Texas,602,132475.0,0.004544253632760898
2714,Reagan County,Texas,0,3752.0,0.0
2715,Real County,Texas,0,3389.0,0.0
2716,Red River County,Texas,35,12275.0,0.0028513238289205704
2717,Reeves County,Texas,7,15125.0,0.0004628099173553719
2718,Refugio County,Texas,3,7236.0,0.00041459369817578774
2719,Roberts County,Texas,2,885.0,0.0022598870056497176
2720,Robertson County,Texas,6,16890.0,0.00035523978685612787
2721,Rockwall County,Texas,138,93642.0,0.0014736976997501122
2722,Runnels County,Texas,2,10310.0,0.00019398642095053346
2723,Rusk County,Texas,42,53595.0,0.0007836551917156452
2724,Sabine County,Texas,3,10458.0,0.00028686173264486515
2725,San Augustine County,Texas,22,8327.0,0.002642007926023778
2726,San Jacinto County,Texas,12,27819.0,0.00043135986196484415
2727,San Patricio County,Texas,26,67046.0,0.00038779345523968616
2728,San Saba County,Texas,0,5962.0,0.0
2729,Schleicher County,Texas,0,3061.0,0.0
2730,Scurry County,Texas,2,17239.0,0.0001160160102094089
2731,Shackelford County,Texas,1,3311.0,0.0003020235578375113
2732,Shelby County,Texas,175,25478.0,0.006868671010283382
2733,Sherman County,Texas,23,3058.0,0.007521255722694572
2734,Smith County,Texas,189,225015.0,0.0008399440037330845
2735,Somervell County,Texas,0,8743.0,0.0
2736,Starr County,Texas,17,63894.0,0.0002660656712680377
2737,Stephens County,Texas,2,9372.0,0.0002134016218523261
2738,Sterling County,Texas,0,1141.0,0.0
2739,Stonewall County,Texas,0,1385.0,0.0
2740,Sutton County,Texas,0,3865.0,0.0
2741,Swisher County,Texas,14,7484.0,0.0018706574024585784
2742,Tarrant County,Texas,4350,2019977.0,0.0021534898664687767
2743,Taylor County,Texas,217,136348.0,0.0015915158271481798
2744,Terrell County,Texas,0,862.0,0.0
2745,Terry County,Texas,12,12615.0,0.0009512485136741974
2746,Throckmorton County,Texas,0,1567.0,0.0
2747,Titus County,Texas,96,32730.0,0.002933088909257562
2748,Tom Green County,Texas,86,117466.0,0.0007321267430575656
2749,Travis County,Texas,2425,1203166.0,0.002015515730996388
2750,Trinity County,Texas,11,14569.0,0.0007550277987507721
2751,Tyler County,Texas,9,21496.0,0.0004186825455898772
2752,Upshur County,Texas,18,40769.0,0.0004415119330864137
2753,Upton County,Texas,0,3634.0,0.0
2754,Uvalde County,Texas,6,27009.0,0.00022214817283127845
2755,Val Verde County,Texas,13,49027.0,0.00026516001386990844
2756,Van Zandt County,Texas,22,54368.0,0.0004046497939964685
2757,Victoria County,Texas,154,91970.0,0.0016744590627378493
2758,Walker County,Texas,421,71539.0,0.0058849019415982895
2759,Waller County,Texas,40,49987.0,0.0008002080540940645
2760,Ward County,Texas,0,11586.0,0.0
2761,Washington County,Texas,181,34796.0,0.005201747327278998
2762,Webb County,Texas,477,272053.0,0.0017533348281401052
2763,Wharton County,Texas,42,41551.0,0.0010108059974489182
2764,Wheeler County,Texas,14,5482.0,0.002553812477198103
2765,Wichita County,Texas,78,131818.0,0.000591724954103385
2766,Wilbarger County,Texas,5,12906.0,0.00038741670540833723
2767,Willacy County,Texas,14,21754.0,0.0006435598050933162
2768,Williamson County,Texas,481,527057.0,0.0009126147646269758
2769,Wilson County,Texas,36,48198.0,0.0007469189592929168
2770,Winkler County,Texas,3,7802.0,0.00038451679056652143
2771,Wise County,Texas,36,64639.0,0.000556939309085846
2772,Wood County,Texas,18,43815.0,0.0004108182129407737
2773,Yoakum County,Texas,2,8571.0,0.0002333450005833625
2774,Young County,Texas,4,18114.0,0.00022082367229767032
2775,Zapata County,Texas,7,14369.0,0.0004871598580276985
2776,Zavala County,Texas,9,12131.0,0.0007419009150111285
2777,Beaver County,Utah,0,6443.0,0.0
2778,Box Elder County,Utah,0,53001.0,0.0
2779,Cache County,Utah,0,122336.0,0.0
2780,Carbon County,Utah,0,20356.0,0.0
2781,Daggett County,Utah,0,612.0,0.0
2782,Davis County,Utah,368,340621.0,0.0010803796595042583
2783,Duchesne County,Utah,0,20219.0,0.0
2784,Emery County,Utah,0,10248.0,0.0
2785,Garfield County,Utah,0,5017.0,0.0
2786,Grand County,Utah,0,9616.0,0.0
2787,Iron County,Utah,0,49691.0,0.0
2788,Juab County,Utah,0,10948.0,0.0
2789,Kane County,Utah,0,7350.0,0.0
2790,Millard County,Utah,0,12733.0,0.0
2791,Morgan County,Utah,0,11391.0,0.0
2792,Piute County,Utah,0,1904.0,0.0
2793,Rich County,Utah,0,2350.0,0.0
2794,Salt Lake County,Utah,3883,1120805.0,0.003464474194886711
2795,San Juan County,Utah,198,15281.0,0.01295726719455533
2796,Sanpete County,Utah,0,29366.0,0.0
2797,Sevier County,Utah,0,21118.0,0.0
2798,Summit County,Utah,401,40511.0,0.009898546073905853
2799,Tooele County,Utah,93,65185.0,0.0014267085986039733
2800,Uintah County,Utah,0,36323.0,0.0
2801,Utah County,Utah,1497,590440.0,0.0025353973308041462
2802,Wasatch County,Utah,202,30523.0,0.006617960226714281
2803,Washington County,Utah,0,160537.0,0.0
2804,Wayne County,Utah,0,2694.0,0.0
2805,Weber County,Utah,0,247731.0,0.0
2806,Addison County,Vermont,62,36939.0,0.001678442838192696
2807,Bennington County,Vermont,60,35920.0,0.0016703786191536749
2808,Caledonia County,Vermont,14,30425.0,0.0004601479046836483
2809,Chittenden County,Vermont,439,162052.0,0.00270900698541209
2810,Essex County,Vermont,2,6208.0,0.00032216494845360824
2811,Franklin County,Vermont,99,49025.0,0.002019377868434472
2812,Grand Isle County,Vermont,4,6965.0,0.000574300071787509
2813,Lamoille County,Vermont,27,25268.0,0.001068545195504195
2814,Orange County,Vermont,8,28937.0,0.00027646266026194836
2815,Orleans County,Vermont,9,26911.0,0.000334435732600052
2816,Rutland County,Vermont,50,59273.0,0.000843554400823309
2817,Washington County,Vermont,38,58477.0,0.0006498281375583563
2818,Windham County,Vermont,76,43150.0,0.001761297798377752
2819,Windsor County,Vermont,47,55427.0,0.0008479621844949212
2820,Accomack County,Virginia,688,32742.0,0.021012766477307435
2821,Albemarle County,Virginia,138,106355.0,0.001297541253349631
2822,Alleghany County,Virginia,7,15286.0,0.00045793536569409916
2823,Amelia County,Virginia,18,12854.0,0.0014003423058969971
2824,Amherst County,Virginia,25,31882.0,0.0007841415218618656
2825,Appomattox County,Virginia,23,15577.0,0.001476535918341144
2826,Arlington County,Virginia,1590,231803.0,0.006859272744528759
2827,Augusta County,Virginia,84,74701.0,0.0011244829386487464
2828,Bath County,Virginia,0,4393.0,0.0
2829,Bedford County,Virginia,40,77908.0,0.0005134260923140113
2830,Bedford County,Virginia,40,77908.0,0.0005134260923140113
2831,Bland County,Virginia,0,6447.0,0.0
2832,Botetourt County,Virginia,31,33222.0,0.0009331166094756487
2833,Brunswick County,Virginia,20,16665.0,0.0012001200120012002
2834,Buchanan County,Virginia,16,22138.0,0.000722739181497877
2835,Buckingham County,Virginia,411,17004.0,0.024170783345095273
2836,Campbell County,Virginia,13,55170.0,0.00023563530904477072
2837,Caroline County,Virginia,42,30184.0,0.0013914656771799629
2838,Carroll County,Virginia,48,29738.0,0.0016140964422624252
2839,Charles City County,Virginia,22,6995.0,0.0031451036454610438
2840,Charlotte County,Virginia,11,12095.0,0.0009094667217858619
2841,Chesterfield County,Virginia,988,339447.0,0.0029106163848848276
2842,Clarke County,Virginia,19,14365.0,0.0013226592412112774
2843,Craig County,Virginia,4,5113.0,0.0007823195775474281
2844,Culpeper County,Virginia,374,50450.0,0.0074132804757185335
2845,Cumberland County,Virginia,23,9786.0,0.0023502963417126508
2846,Dickenson County,Virginia,0,14960.0,0.0
2847,Dinwiddie County,Virginia,36,28308.0,0.001271725307333616
